jobcountry,country,sector,month,n_obs,posted_wage_growth_yoy,posted_wage_growth_yoy_3moavg
US,United States,Therapy,May-19,6372,0.034149967,0.021557856
US,United States,Therapy,Jun-19,4841,0.016605522,0.019350651
US,United States,Therapy,Jul-19,5475,0.019299379,0.023351622
US,United States,Therapy,Aug-19,6422,0.022727273,0.019544058
US,United States,Therapy,Sep-19,4783,0.023822131,0.021949594
US,United States,Therapy,Oct-19,6617,0.021898977,0.022816127
US,United States,Therapy,Nov-19,6094,0.024,0.023240369
US,United States,Therapy,Dec-19,5756,0.01010101,0.018666662
US,United States,Therapy,Jan-20,8325,0,0.011367003
US,United States,Therapy,Feb-20,9306,0,0.003367003
US,United States,Therapy,Mar-20,6526,0,0
US,United States,Therapy,Apr-20,4088,0,0
US,United States,Therapy,May-20,6160,0,0
US,United States,Therapy,Jun-20,7391,0,0
US,United States,Therapy,Jul-20,8525,0.01726087,0.005753623
US,United States,Therapy,Aug-20,9403,0,0.005753623
US,United States,Therapy,Sep-20,11113,0,0.005753623
US,United States,Therapy,Oct-20,12611,0.027777778,0.009259259
US,United States,Therapy,Nov-20,10040,0,0.009259259
US,United States,Therapy,Dec-20,10233,0.022474747,0.016750842
US,United States,Therapy,Jan-21,13113,0.020408163,0.014294304
US,United States,Therapy,Feb-21,14214,0.021432945,0.021438619
US,United States,Therapy,Mar-21,17601,0.038834689,0.026891932
US,United States,Therapy,Apr-21,17034,0.042397727,0.034221787
US,United States,Therapy,May-21,19887,0.052631579,0.044621332
US,United States,Therapy,Jun-21,20080,0.055555556,0.050194954
US,United States,Therapy,Jul-21,20707,0.046875,0.051687378
US,United States,Therapy,Aug-21,17800,0.055555556,0.052662037
US,United States,Therapy,Sep-21,18485,0.057142857,0.053191138
US,United States,Therapy,Oct-21,20967,0.055555556,0.056084656
US,United States,Therapy,Nov-21,19415,0.038461538,0.05038665
US,United States,Therapy,Dec-21,20046,0.046517609,0.046844901
US,United States,Therapy,Jan-22,20758,0.063829787,0.049602978
US,United States,Therapy,Feb-22,23687,0.063432836,0.057926744
US,United States,Therapy,Mar-22,28246,0.043478261,0.056913628
US,United States,Therapy,Apr-22,26680,0.055555556,0.054155551
US,United States,Therapy,May-22,26546,0.044346116,0.047793311
US,United States,Therapy,Jun-22,26511,0.05474101,0.051547561
US,United States,Therapy,Jul-22,30481,0.05,0.049695709
US,United States,Therapy,Aug-22,35403,0.053125,0.052622003
US,United States,Therapy,Sep-22,32550,0.048192771,0.050439257
US,United States,Therapy,Oct-22,33819,0.043106652,0.048141474
US,United States,Therapy,Nov-22,35255,0.050096893,0.047132105
US,United States,Therapy,Dec-22,35953,0.05538514,0.049529562
US,United States,Therapy,Jan-23,40366,0.046882208,0.05078808
US,United States,Therapy,Feb-23,39504,0.056910569,0.053059306
US,United States,Therapy,Mar-23,50051,0.052631579,0.052141452
US,United States,Therapy,Apr-23,45502,0.056400704,0.055314284
US,United States,Therapy,May-23,47862,0.055555556,0.054862613
US,United States,Therapy,Jun-23,46597,0.039473684,0.050476648
US,United States,Therapy,Jul-23,50118,0.060240964,0.051756735
US,United States,Therapy,Aug-23,57239,0.041666667,0.047127105
US,United States,Therapy,Sep-23,59316,0.045454545,0.049120725
US,United States,Therapy,Oct-23,61509,0.050241788,0.045787667
US,United States,Therapy,Nov-23,64035,0.037789475,0.04449527
US,United States,Therapy,Dec-23,65884,0.037037037,0.041689434
US,United States,Therapy,Jan-24,80348,0.032608696,0.035811736
US,United States,Therapy,Feb-24,84387,0.029411765,0.033019166
US,United States,Therapy,Mar-24,120222,0.023076923,0.028365794
US,United States,Therapy,Apr-24,105291,0.02189781,0.024795499
US,United States,Therapy,May-24,58910,0.023255814,0.022743516
US,United States,Therapy,Jun-24,67386,0.02880658,0.024653401
US,United States,Therapy,Jul-24,56300,0.02,0.024020798
US,United States,Therapy,Aug-24,152006,0.023809524,0.024205368
US,United States,Therapy,Sep-24,135844,0.024243315,0.02268428
US,United States,Therapy,Oct-24,94295,0.021507863,0.023186901
US,United States,Therapy,Nov-24,113157,0.028971722,0.024907633
US,United States,Therapy,Dec-24,77855,0.025641026,0.025373537
US,United States,Therapy,Jan-25,56037,0.022222222,0.025611657
US,United States,Therapy,Feb-25,49056,0.01986755,0.022576933
US,United States,Loading & Stocking,Jan-19,5847,0.044575101,NA
US,United States,Loading & Stocking,Feb-19,5808,0.041666667,NA
US,United States,Loading & Stocking,Mar-19,7953,0.043478261,0.04324001
US,United States,Loading & Stocking,Apr-19,8207,0.045454545,0.043533158
US,United States,Loading & Stocking,May-19,8956,0.047847985,0.045593597
US,United States,Loading & Stocking,Jun-19,7858,0.052631579,0.048644703
US,United States,Loading & Stocking,Jul-19,7411,0.052631579,0.051037048
US,United States,Loading & Stocking,Aug-19,9527,0.045454545,0.050239234
US,United States,Loading & Stocking,Sep-19,7247,0.038098694,0.045394939
US,United States,Loading & Stocking,Oct-19,8857,0.041666667,0.041739969
US,United States,Loading & Stocking,Nov-19,7067,0.041666667,0.040477342
US,United States,Loading & Stocking,Dec-19,5497,0.032863841,0.038732391
US,United States,Loading & Stocking,Jan-20,7793,0.035714286,0.036748264
US,United States,Loading & Stocking,Feb-20,8792,0.038809071,0.035795732
US,United States,Loading & Stocking,Mar-20,9189,0.040121947,0.038215101
US,United States,Loading & Stocking,Apr-20,6425,0.035850595,0.038260538
US,United States,Loading & Stocking,May-20,10811,0.033114035,0.036362193
US,United States,Loading & Stocking,Jun-20,12233,0.029781872,0.032915501
US,United States,Loading & Stocking,Jul-20,16273,0.033333333,0.032076413
US,United States,Loading & Stocking,Aug-20,18123,0.035714286,0.032943164
US,United States,Loading & Stocking,Sep-20,18510,0.041349427,0.036799015
US,United States,Loading & Stocking,Oct-20,19304,0.052631592,0.043231768
US,United States,Loading & Stocking,Nov-20,13021,0.050847458,0.048276159
US,United States,Loading & Stocking,Dec-20,12016,0.039570769,0.047683273
US,United States,Loading & Stocking,Jan-21,15615,0.066666667,0.052361631
US,United States,Loading & Stocking,Feb-21,16937,0.064516129,0.056917855
US,United States,Loading & Stocking,Mar-21,25143,0.068965517,0.066716104
US,United States,Loading & Stocking,Apr-21,26132,0.076923077,0.070134908
US,United States,Loading & Stocking,May-21,26148,0.111111111,0.085666568
US,United States,Loading & Stocking,Jun-21,27216,0.107142857,0.098392348
US,United States,Loading & Stocking,Jul-21,28491,0.111855571,0.110036513
US,United States,Loading & Stocking,Aug-21,26423,0.111111111,0.110036513
US,United States,Loading & Stocking,Sep-21,25774,0.111111111,0.111359265
US,United States,Loading & Stocking,Oct-21,26054,0.100624979,0.107615734
US,United States,Loading & Stocking,Nov-21,20530,0.111597864,0.107777985
US,United States,Loading & Stocking,Dec-21,19679,0.11727751,0.109833451
US,United States,Loading & Stocking,Jan-22,21690,0.115069357,0.114648244
US,United States,Loading & Stocking,Feb-22,22664,0.111111126,0.114485997
US,United States,Loading & Stocking,Mar-22,30446,0.112903226,0.113027903
US,United States,Loading & Stocking,Apr-22,28695,0.099999984,0.108004779
US,United States,Loading & Stocking,May-22,26719,0.089285714,0.100729641
US,United States,Loading & Stocking,Jun-22,25594,0.082631563,0.090639087
US,United States,Loading & Stocking,Jul-22,26410,0.075,0.082305759
US,United States,Loading & Stocking,Aug-22,29004,0.070530491,0.076054018
US,United States,Loading & Stocking,Sep-22,28574,0.066666667,0.070732386
US,United States,Loading & Stocking,Oct-22,27191,0.0625,0.066565719
US,United States,Loading & Stocking,Nov-22,22843,0.0625,0.063888889
US,United States,Loading & Stocking,Dec-22,19617,0.053604429,0.05953481
US,United States,Loading & Stocking,Jan-23,21873,0.055555556,0.057219995
US,United States,Loading & Stocking,Feb-23,20179,0.05,0.053053328
US,United States,Loading & Stocking,Mar-23,25934,0.051282051,0.052279202
US,United States,Loading & Stocking,Apr-23,24592,0.048749238,0.05001043
US,United States,Loading & Stocking,May-23,23990,0.038961039,0.046330776
US,United States,Loading & Stocking,Jun-23,24421,0.044117647,0.043942641
US,United States,Loading & Stocking,Jul-23,22622,0.049180328,0.044086338
US,United States,Loading & Stocking,Aug-23,25509,0.034512627,0.042603534
US,United States,Loading & Stocking,Sep-23,23553,0.038461538,0.040718164
US,United States,Loading & Stocking,Oct-23,23299,0.042253521,0.038409229
US,United States,Loading & Stocking,Nov-23,20304,0.043478261,0.041397773
US,United States,Loading & Stocking,Dec-23,16449,0.044776119,0.043502634
US,United States,Loading & Stocking,Jan-24,19175,0.0375,0.041918127
US,United States,Loading & Stocking,Feb-24,19483,0.033364837,0.038546985
US,United States,Loading & Stocking,Mar-24,21119,0.03125,0.034038279
US,United States,Loading & Stocking,Apr-24,21876,0.034910216,0.033175018
US,United States,Loading & Stocking,May-24,21063,0.035714286,0.033958167
US,United States,Loading & Stocking,Jun-24,19142,0.032258065,0.034294189
US,United States,Loading & Stocking,Jul-24,18538,0.029411765,0.032461372
US,United States,Loading & Stocking,Aug-24,20473,0.032941145,0.031536991
US,United States,Loading & Stocking,Sep-24,17587,0.027027027,0.029793312
US,United States,Loading & Stocking,Oct-24,17614,0.027027027,0.0289984
US,United States,Loading & Stocking,Nov-24,13862,0.017928563,0.023994206
US,United States,Loading & Stocking,Dec-24,11648,0.01850461,0.0211534
US,United States,Loading & Stocking,Jan-25,17953,0.025,0.020477724
US,United States,Loading & Stocking,Feb-25,18537,0.026666667,0.023390425
